id,title,type,s/pv,year,meeting_number,day_date_time,president,members,agenda,text
321,Afghanistan_Situation_282039,5,,,,,,,,"The PRESIDENT (interpretation from French): I should also like to take
this opportunity to pay a well-deserved tribute, on behalf of the Council, to
His Excellency Dr. Enrique Pefialosa, Permanent Representative of Colombia to the
United Nations, for the competence he displayed as President of the Security
Council for the month of December 1989. 1 take pleasure in mentioning here his
great generosity in providing his successor with all the logistical support
necessary to ensure the success of our deliberations. On behalf of the members of
the Council, I express our gratitude to Ambassador Pefialosa.
ADOPTION OF THE AGENDA"
322,Afghanistan_Situation_282039,6,,,,,,,,"The agenda was adopted.

THE SITUATION RELATING TO AFGHANISTAN

LETTER DATED 9 JANUARY 1990 FROM THE SECRETARY-GENERAL ADDRESSED TO THE
PRESIDENT OF THE SECURITY COUNCIL (S$/21071)

The PRESIDENT (interpretation from French): The Security Council will
now begin its consideration of the item on its agenda."
323,Afghanistan_Situation_282039,7,,,,,,,,"Members of the Council have before them a letter dated 9 January 1990 from the
Secretary~General addressed to the President of the Security Council, contained in
document S/21071.

Members of the Council also have before them document $/21073, which contains
the text of the draft resolution that has been prepared in the course of the

Council's prior consultations.

(The President)

I should like to draw the attention of members of the Council to
document S/20465, which contains the text of a note by the Secretary-General dated
15 February 1989, and to document $/20911, which contains the text of a report of
the Secretary-General dated 20 October 1989."
324,Afghanistan_Situation_282039,8,,,,,,,,"It is my understanding that the Council is ready to proceed to the vote on the
draft resolution before it. Unless I hear any objection, I shall now put the draft
resolution to the vote."
325,Afghanistan_Situation_282039,9,,,,,,,,"There being no objection, it is so decided.

A_vote'was taken?€? by?€? show of: hands.

In: favour: Canada, China, Colombia, Cote d'Ivoire, Cuba, Democratic
Yemen, Ethiopia, Finland, France, Malaysia, Romania, Union of
of Soviet Socialist Republics, United Kingdom of Great Britain
and Northern Ireland, United States of America, Zaire

Against: None

The PRESIDENT (interpretation from French) : The result of the voting is
as follows: 15 votes in favour, none against. The draft resolution has been
adopted unanimously as resolution 647 (1990).

The Security Council has thus concluded the present stage of its consideration

of the item on its agenda.

The meeting rose: at 5.30 p.m."
326,Afghanistan_Situation_284465,0,S/PV3706,None,"3706
th Meeting",None,President: Mr Urbizo Panting ,"Botswana Mr Legwaila
Chile Mr Larra??n
China Mr Wang Xuexian
Egypt Mr Elaraby
France Mr Dejammet
Germany Mr Eitel
Guinea-Bissau Mr Cabral
Indonesia Mr Wisnumurti
Italy Mr Ferrarin
Poland Mr Wlosowicz
Republic of Korea Mr Park
Russian Federation Mr Lavrov
United Kingdom of Great Britain and Northern Ireland Sir John Weston
United States of America Mrs Albright",The situation in Afghanistan,
327,Afghanistan_Situation_284465,1,,,,,,,,"EG I

Adoption of the agenda
The agenda was adopted.
The situation in Afghanistan

Letter dated 8 October 1996 from _ the
representatives of Kazakstan, Kyrgyzstan, the
Russian Federation, Tajikistan and Uzbekistan to
the United Nations addressed to the Secretary-
General (S/1996/838)"
328,Afghanistan_Situation_284465,2,,,,,,,,"The President (interpretation from Spanish): In
accordance with the decision taken by the Council at its
3705th meeting, I invite the Vice-Minister for Foreign
Affairs of Afghanistan to take a seat at the Council table;
I invite the representatives of India, the Islamic Republic of
Iran, Ireland, Japan, Kazakstan, Kyrgyzstan, Pakistan,
Tajikistan, Turkey, Turkmenistan and Uzbekistan to take
the seats reserved for them at the side of the Council
Chamber."
329,Afghanistan_Situation_284465,3,,,,,,,,"At the invitation of the President, Mr. Ghafoorzai
(Afghanistan) took a seat at the Council table;
Mr. Shah (India), Mr. Kharrazi (Islamic Republic of
Iran), Mr. Campbell (Ireland), Mr. Owada (Japan),
Ms. Arystanbekova (Kazakstan), Mrs. Eshmambetova
(Kyrgyzstan), Mr. Kamal (Pakistan), Mr. Alimov
(Tajikistan), Mr. Celem (Turkey), Mrs. Ataeva
(Turkmenistan) and Mr. Vohidov (Uzbekistan) took the
seats reserved for them at the side of the Council
Chamber."
330,Afghanistan_Situation_284465,4,,,,,,,,"The President (interpretation from Spanish): The
Security Council will now continue its consideration of the
item on its agenda."
331,Afghanistan_Situation_284465,5,,,,,,,,"Members of the Council have before them document
S/1996/865, which contains the text of a draft resolution
submitted by Germany, Kazakstan, Kyrgyzstan, the Russian
Federation, Tajikistan, the United States of America and
Uzbekistan. France, Italy and the Republic of Korea have
joined as sponsors of the draft resolution.

I should like to draw the attention of members of the
Council to the following oral revisions to be made to the
text of the draft resolution contained in document
S/1996/865 in its provisional form:"
332,Afghanistan_Situation_284465,6,,,,,,,,"rr, ee

paragraph, the words ?€?as universally recognized?€? should
be replaced by the words ?€?as a universally recognized?€?.

ee

In the English text of operative paragraph 6, the
words ?€?Expresses its regret for?€? should be replaced by the
words ?€?Expresses its regret at?€?."
333,Afghanistan_Situation_284465,7,,,,,,,,"In the English text of operative paragraph 8, in the
first line, the word ?€?effort?€? should be replaced by the
word ?€?efforts?€?.

I should like to draw the attention of the members of
the Council to document S/1996/863, which contains the
text of identical letters dated 18 October 1996 from the
Vice-Minister for Foreign Affairs of the Islamic State of
Afghanistan addressed to the Secretary-General and to the
President of the Security Council."
